iter	MultiClass
621	0.06115003858
622	0.06114376062
623	0.06113996764
624	0.06113459025
625	0.0611215234
626	0.06111478697
627	0.0611030964
628	0.06109906424
629	0.06109115359
630	0.06108913719
631	0.06108388691
632	0.06107359284
633	0.06106685935
634	0.06106107573
635	0.06105531334
636	0.06105226775
637	0.06104537818
638	0.06104418054
639	0.06103906134
640	0.06103897281
641	0.06103587192
642	0.06103062415
643	0.06102657828
644	0.06102016053
645	0.06101028315
646	0.06100677546
647	0.06100256599
648	0.06099806011
649	0.06099029017
650	0.06098959911
651	0.06098369547
652	0.06097872931
653	0.06097870206
654	0.06096863104
655	0.06096863045
656	0.0609623736
657	0.06096136655
658	0.06096052688
659	0.06095548993
660	0.06094783522
661	0.0609433385
662	0.06093955343
663	0.06093727645
664	0.06092682729
665	0.0609241699
666	0.06091937924
667	0.06091674175
668	0.06091245598
669	0.06090860727
670	0.06090110539
671	0.06089725601
672	0.06089460029
673	0.06089294406
674	0.06088489268
675	0.06087419331
676	0.06086816037
677	0.06086498529
678	0.06086495914
679	0.06085831907
680	0.06085578702
681	0.06085050288
682	0.060846405
683	0.06084637039
684	0.06083836642
685	0.06082963215
686	0.06082312999
687	0.06081968566
688	0.06081330719
689	0.06080746664
690	0.06080746038
691	0.06080126633
692	0.06079621246
693	0.06079030677
694	0.06078334576
695	0.06078080366
696	0.06077052966
697	0.06076581599
698	0.0607600285
699	0.06075986185
700	0.06075557279
701	0.06075318723
702	0.06074671452
703	0.06074668091
704	0.06073271085
705	0.0607295189
706	0.0607259014
707	0.06072148803
708	0.060716126
709	0.06071582393
710	0.06070722459
711	0.06070437032
712	0.06070206168
713	0.06070010352
714	0.06069474399
715	0.06069353096
716	0.06069029213
717	0.06068647916
718	0.06068437065
719	0.06067949461
720	0.06067938471
721	0.06067855655
722	0.06067384994
723	0.06066816534
724	0.06066734275
725	0.06066390306
726	0.06066386628
727	0.0606589053
728	0.06065568839
729	0.06065221683
730	0.06065220624
731	0.06064747259
732	0.06064522434
733	0.06064064531
734	0.06063658899
735	0.06063468518
736	0.06063174666
737	0.06062924216
738	0.06061936943
739	0.06061927081
740	0.0606165607
741	0.06060593658
742	0.06059992272
743	0.06059601569
744	0.06059595888
745	0.06059404354
746	0.06058952826
747	0.06058611952
748	0.06058104454
749	0.06057732348
750	0.0605772695
751	0.06057080544
752	0.06056642731
753	0.06056541374
754	0.06056052274
755	0.06055640788
756	0.06055179119
757	0.06053994356
758	0.06053416196
759	0.06052560207
760	0.06052286624
761	0.0605178562
762	0.06051339036
763	0.06051300666
764	0.06051100439
765	0.06051096671
766	0.06050460353
767	0.06049918288
768	0.06049548084
769	0.06049225633
770	0.06049222768
771	0.06048403429
772	0.06048223402
773	0.06047812136
774	0.06047291649
775	0.06046892879
776	0.06046597993
777	0.06046011841
778	0.06045097143
779	0.06045039256
780	0.06044484056
781	0.06044180495
782	0.06044178008
783	0.06043668612
784	0.06043116159
785	0.06042346474
786	0.06042163369
787	0.06042155902
788	0.06041967922
789	0.06041855531
790	0.0604183887
791	0.06041516807
792	0.06041363152
793	0.06040984381
794	0.06039904982
795	0.06039561324
796	0.06039462185
797	0.06038779263
798	0.06038474477
799	0.06037518219
800	0.060370961
801	0.06036256992
802	0.06036117908
803	0.06035860488
804	0.06035632699
805	0.06035323916
806	0.06034930883
807	0.06034462399
808	0.06033781113
809	0.06033080114
810	0.06032741076
811	0.0603251931
812	0.06032198898
813	0.06031721271
814	0.06030768395
815	0.06030765911
816	0.06030402051
817	0.06030055839
818	0.06029422321
819	0.06028751893
820	0.06028103994
821	0.06027170984
822	0.06026778915
823	0.06026682624
824	0.06026329253
825	0.06026089039
826	0.06025545644
827	0.06024968088
828	0.06024675506
829	0.06024399689
830	0.06023857651
831	0.06023424287
832	0.0602287436
833	0.06022342065
834	0.0602194577
835	0.06021593287
836	0.06020785526
837	0.06020264147
838	0.06019647916
839	0.06019350522
840	0.06019052458
841	0.06018807586
842	0.06018398488
843	0.06018181711
844	0.06017476834
845	0.0601704249
846	0.06016700963
847	0.06016358232
848	0.06016077943
849	0.06015895424
850	0.06015756833
851	0.06015322609
852	0.06014891776
853	0.06014767359
854	0.06014713746
855	0.06014245926
856	0.06013600379
857	0.06013269638
858	0.06012573952
859	0.0601239596
860	0.06012218758
861	0.06011792356
862	0.06011589499
863	0.06010564523
864	0.06009830401
865	0.06009426869
866	0.06009087066
867	0.06008928815
868	0.0600842549
869	0.06008243843
870	0.06007569843
871	0.06007376543
872	0.06006468532
873	0.06006181146
874	0.06006086898
875	0.06005711893
876	0.06005165647
877	0.06004954443
878	0.06004600846
879	0.06004187085
880	0.06003808074
881	0.0600342666
882	0.06003051969
883	0.06002199996
884	0.06001320048
885	0.06001079811
886	0.06000793051
887	0.06000563691
888	0.06000285445
889	0.05999565439
890	0.05999145561
891	0.05998611042
892	0.05997747579
893	0.05997418593
894	0.05996800846
895	0.05996354562
896	0.05995572396
897	0.05995525192
898	0.05994969873
899	0.05994482376
900	0.05994003469
901	0.05993684576
902	0.05993176542
903	0.05992871062
904	0.05992571075
905	0.05991841784
906	0.05991751003
907	0.05991380475
908	0.05991377086
909	0.05991039034
910	0.05990932859
911	0.05989950602
912	0.05989399404
913	0.05989045833
914	0.05988842824
915	0.05988219393
916	0.05988028589
917	0.05987602936
918	0.05986981498
919	0.05986836489
920	0.05986010611
921	0.0598590861
922	0.05985534059
923	0.05985212963
924	0.05984943477
925	0.05984818778
926	0.05984483134
927	0.05984276806
928	0.05984051202
929	0.05983812845
930	0.05983353375
931	0.05982672215
932	0.05982525119
933	0.05981885632
934	0.0598173811
935	0.05980057732
936	0.05979724379
937	0.05979219027
938	0.05978818883
939	0.05978334363
940	0.05977562923
941	0.05977491594
942	0.05977130939
943	0.05976429368
944	0.05976217295
945	0.05975919952
946	0.0597578691
947	0.05975468836
948	0.05975212826
949	0.05974946903
950	0.05974513874
951	0.05973958475
952	0.05973439939
953	0.05972712734
954	0.05972534386
955	0.05972020877
956	0.05971655484
957	0.05971509232
958	0.05971122506
959	0.05971103902
960	0.05970860431
961	0.05970650042
962	0.05970204764
963	0.05969864558
964	0.05969485201
965	0.05969149296
966	0.05968797269
967	0.0596851969
968	0.05968371033
969	0.05968036418
970	0.0596774139
971	0.05967013632
972	0.05966716253
973	0.05965806841
974	0.0596567181
975	0.0596534473
976	0.0596511344
977	0.05964479975
978	0.059643356
979	0.05963862037
980	0.05963589419
981	0.05963364141
982	0.05963061478
983	0.05963036295
984	0.05962890446
985	0.05962065469
986	0.05961772602
987	0.0596132166
988	0.05961206244
989	0.05961108818
990	0.05960366673
991	0.05959908144
992	0.05959466909
993	0.05959177669
994	0.05958888878
995	0.05958585526
996	0.0595839687
997	0.05958310671
998	0.05957960921
999	0.05957809862
1000	0.05957350954
1001	0.05957091595
1002	0.05956706241
1003	0.05956202995
1004	0.05955828247
1005	0.05955681428
1006	0.05955304804
1007	0.05954869704
1008	0.05954823167
1009	0.05954482831
1010	0.0595448039
1011	0.05954115111
1012	0.05953792597
1013	0.05953539903
1014	0.05953446765
1015	0.05953143216
1016	0.05952788351
1017	0.05952385113
1018	0.0595189772
1019	0.05951800298
1020	0.05951654851
1021	0.05951517401
1022	0.05951076494
1023	0.05950358139
1024	0.05950158653
1025	0.05949842079
1026	0.05948985918
1027	0.05948714169
1028	0.0594841441
1029	0.0594833465
1030	0.0594822454
1031	0.05947531715
1032	0.05947180389
1033	0.05947063487
1034	0.05946928468
1035	0.05946712032
1036	0.05946080127
1037	0.05945859333
1038	0.05945483746
1039	0.05945191893
1040	0.05945001822
1041	0.05944748151
1042	0.05944315895
1043	0.05944307354
1044	0.0594367533
1045	0.05943327832
1046	0.05943009247
1047	0.05942301747
1048	0.05942095717
1049	0.05941635247
1050	0.05940892672
1051	0.05940486435
1052	0.05939961274
1053	0.0593953445
1054	0.0593896325
1055	0.05938776248
1056	0.05938538968
1057	0.05938344571
1058	0.05938139322
1059	0.05937423744
1060	0.05937087277
1061	0.05936750831
1062	0.05936518982
1063	0.0593633001
1064	0.05936187525
1065	0.05935745065
1066	0.05935633406
1067	0.05935628158
1068	0.05935341115
1069	0.05934723353
1070	0.05934610334
1071	0.05934232831
1072	0.05933935582
1073	0.05933776637
1074	0.05933406394
1075	0.05932658068
1076	0.05932517365
1077	0.05932142159
1078	0.05931809428
1079	0.05931554059
1080	0.05931232926
1081	0.05930905483
1082	0.05930795955
1083	0.05930756443
1084	0.05930613709
1085	0.0593021285
1086	0.05929959635
1087	0.05929726874
1088	0.05929646991
1089	0.05929428983
1090	0.05929006585
1091	0.05928890668
1092	0.05928520127
1093	0.05928314648
1094	0.05928091246
1095	0.05927918317
1096	0.05927787755
1097	0.05927397802
1098	0.05927172035
1099	0.05926548343
1100	0.05926250424
1101	0.05925687448
1102	0.05925139131
1103	0.05924989239
1104	0.05924501224
1105	0.05924316689
1106	0.05924281804
1107	0.0592395394
1108	0.05923764342
1109	0.05923561345
1110	0.05923292268
1111	0.05923011772
1112	0.05922618901
1113	0.05922401855
1114	0.05922146042
1115	0.05922010028
1116	0.05921609062
1117	0.05921361828
1118	0.05920950731
1119	0.05920458589
1120	0.05920406928
1121	0.05919999487
1122	0.05919954335
1123	0.05919610255
1124	0.05919127364
1125	0.05919121472
1126	0.05918926786
1127	0.05918536783
1128	0.05918335961
1129	0.05917557417
1130	0.0591701936
1131	0.05916156876
1132	0.05916034579
1133	0.05915711498
1134	0.05915507858
1135	0.05915255626
1136	0.05914988289
1137	0.05914854107
1138	0.0591451976
1139	0.05913654135
1140	0.05913200317
1141	0.0591285048
1142	0.05912331204
1143	0.05911892003
1144	0.05911852347
1145	0.05911601396
1146	0.05911417098
1147	0.05911146558
1148	0.0591103826
1149	0.05910538018
1150	0.05910135546
1151	0.05909271768
1152	0.05909035331
1153	0.05908864413
1154	0.05908637431
1155	0.05908507293
1156	0.05908059433
1157	0.05907536654
1158	0.059072151
1159	0.05906756396
1160	0.05906474766
1161	0.0590628309
1162	0.05906281945
1163	0.05906027947
1164	0.05906018843
1165	0.05905894715
1166	0.05905512381
1167	0.05904943692
1168	0.05904774315
1169	0.05904222854
1170	0.05904067102
1171	0.05903783022
1172	0.05903433398
1173	0.05903118815
1174	0.05902671339
1175	0.05902429109
1176	0.05902310313
1177	0.05901953413
1178	0.05901728902
1179	0.05901384418
1180	0.05901060244
1181	0.05900921023
1182	0.05900918858
1183	0.05900671266
1184	0.05900523359
1185	0.05900134296
1186	0.05900105885
1187	0.05900007102
1188	0.05899806379
1189	0.05899334315
1190	0.05899246922
1191	0.0589922145
1192	0.05898650274
1193	0.05897922195
1194	0.05897523694
1195	0.05897363679
1196	0.0589727957
1197	0.05897265122
1198	0.05896873253
1199	0.05896783916
